0,1,2,3,4,5,6,7,8,9,10,11
108,0,0,0,0,0,0,0,0,0,0,0
1,7997,0,2,0,0,0,0,0,0,0,0
1,47,1836,0,0,0,0,0,0,0,0,1173
0,2,0,7,0,0,0,0,0,0,0,0
0,16,4,0,246,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0
0,1,4,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,8000,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,5,0,0,0,0,7995,0,0
0,1,0,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0,0,7990
